datetime,AQI,dew_point_2m,南京_AQI,南通_AQI,PM10_lag_48h,wind_speed_10m_lag_3h,AQI_rolling_std_6h,AQI_rolling_std_12h,PM2.5_rolling_std_6h,PM2.5_rolling_std_24h,AQI_change_1h,AQI_pct_change_3h,AQI_change_6h,AQI_pct_change_6h,AQI_change_24h,AQI_pct_change_24h,PM2.5_change_3h,PM2.5_change_6h,temperature_2m_change_24h,wind_u,wind_v
2025-01-01 00:00:00,71.0,-6.1,94.0,67.0,,,,,,,,,,,,,,,,3.613305274337836,-4.012982057577928
2025-01-01 01:00:00,72.0,-5.2,111.0,69.0,,,0.7071067811865476,0.7071067811865476,1.4142135623730951,1.4142135623730951,1.0,,,,,,,,,2.880147736233119,-3.9641832724372423
2025-01-01 02:00:00,75.0,-4.9,100.0,68.0,,,2.081665999466131,2.081665999466131,2.5166114784235822,2.5166114784235822,3.0,,,,,,,,,3.7900386099347103,-3.412566092430177
2025-01-01 03:00:00,78.0,-4.8,99.0,66.0,,5.4,3.1622776601683773,3.1622776601683773,3.499999999999999,3.499999999999999,3.0,9.859154929577477,,,,,8.0,,,4.090582541823943,-5.05144874947031
2025-01-01 04:00:00,95.0,-4.8,90.0,63.0,,4.9,9.782637681116478,9.782637681116478,10.830512453249844,10.830512453249844,17.0,31.944444444444443,,,,,25.0,,,3.900319767187112,-5.570233901165145
2025-01-01 05:00:00,103.0,-4.8,84.0,62.0,,5.1,13.381579378633395,13.381579378633395,13.9534941860453,13.9534941860453,8.0,37.33333333333333,,,,,28.0,,,4.17327529127656,-5.744020660062126
2025-01-01 06:00:00,113.0,-4.4,85.0,61.0,,6.5,16.812693617224646,16.839579227861616,16.4276190200122,16.681897802279998,10.0,44.87179487179487,42.0,59.1549295774648,,,33.0,41.0,,4.494328769877306,-5.75247850132907
2025-01-01 07:00:00,120.0,-3.8,81.0,60.0,,6.8,18.272018680667617,19.5333963106412,17.186234801918268,18.82200459948029,7.0,26.315789473684205,48.0,66.66666666666667,,,20.0,45.0,,4.499513267805776,-5.362311101832845
2025-01-01 08:00:00,120.0,-3.1,80.0,59.0,,7.1,16.41239369094789,20.69084607045132,14.91866839455408,19.716744153130353,0.0,16.50485436893203,45.0,60.00000000000001,,,14.0,42.0,,5.356254835333227,-6.85569355637848
2025-01-01 09:00:00,126.0,-2.0,81.0,63.0,,7.3,11.754431788336936,21.95981177818547,9.516652072376443,20.681714951457323,6.0,11.504424778761058,48.0,61.53846153846154,,,11.0,44.0,,5.051654523226906,-5.811263767715345
2025-01-01 10:00:00,124.0,-1.4,85.0,64.0,,7.0,8.453795991545208,22.334237883083937,6.957010852370447,20.891494572063184,-2.0,3.3333333333333437,29.0,30.526315789473692,,,3.0,23.0,,4.679027212475003,-5.988881727411086
2025-01-01 11:00:00,109.0,-1.2,81.0,66.0,,8.7,6.501281924871878,21.462440766053696,5.344779384283961,20.112562032599214,-15.0,-9.166666666666668,6.0,5.825242718446599,,,-9.0,5.0,,4.976816840889648,-7.378434395739871
2025-01-01 12:00:00,98.0,-2.8,75.0,63.0,,7.7,10.666145820617016,19.40536476900606,8.704405015086722,19.256367578224413,-11.0,-22.22222222222222,-15.0,-13.27433628318584,,,-23.0,-12.0,,5.613915016519593,-9.343123577653024
2025-01-01 13:00:00,85.0,-3.5,72.0,59.0,,7.6,16.256280837469127,17.831704825105668,13.075422236649455,18.698886374550536,-13.0,-31.45161290322581,-35.0,-29.166666666666664,,,-31.0,-28.0,,5.39192644664877,-8.302838622659698
2025-01-01 14:00:00,75.0,-3.5,68.0,55.0,,8.9,20.682520800585845,17.831704825105668,16.557978942693076,18.57212452908416,-10.0,-31.19266055045872,-45.0,-37.5,,,-27.0,-36.0,,5.727564927611035,-5.727564927611034
2025-01-01 15:00:00,76.0,-3.6,67.0,56.0,,10.9,19.52178270548055,18.102402318393256,15.475787540542193,18.34382275681199,1.0,-22.44897959183674,-50.0,-39.68253968253968,,,-17.0,-40.0,,6.668395609140179,-3.8499999999999983
2025-01-01 16:00:00,75.0,-3.0,63.0,50.0,,9.9,14.250146198080447,19.81275989218701,11.242775458044209,18.145449923911407,-1.0,-11.764705882352944,-49.0,-39.516129032258064,,,-8.0,-39.0,,7.703557781990744,-2.5030376544370734
2025-01-01 17:00:00,76.0,-2.0,65.0,50.0,,8.1,9.239408350466332,21.175135504557304,7.201851613763503,17.885255182445018,1.0,1.333333333333342,-33.0,-30.27522935779816,,,1.0,-26.0,,6.064515124549596,-1.289052483070108
2025-01-01 18:00:00,77.0,-1.1,70.0,59.0,,7.7,3.829708431025423,21.671619480534687,3.444802848737227,17.749063067274335,1.0,1.3157894736842035,-21.0,-21.42857142857143,,,-3.0,-20.0,,6.858073366652385,-1.837615220227898
2025-01-01 19:00:00,83.0,-0.6,71.0,62.0,,8.1,3.033150177620712,20.672042311618192,2.683281573000021,17.343283244074936,6.0,10.666666666666668,-2.0,-2.352941176470591,,,6.0,-2.0,,6.6573956140660755,-2.1631189606246313
2025-01-01 20:00:00,91.0,-0.2,69.0,62.0,,6.2,6.250333324444947,18.93589664679709,5.492419017761488,16.9044936263085,8.0,19.736842105263165,16.0,21.333333333333336,,,12.0,13.0,,6.628421028130132,-2.5444124417716316
2025-01-01 21:00:00,99.0,0.2,71.0,59.0,,7.1,9.669539802906865,15.771089776146487,8.28049917979997,16.55477592903649,8.0,28.57142857142858,23.0,30.263157894736835,,,21.0,18.0,,7.185941174554808,-2.4743179738743906
2025-01-01 22:00:00,99.0,0.0,71.0,58.0,,7.0,10.387492478938304,11.90460822411626,9.048020041239292,16.22543750209489,0.0,19.277108433734934,24.0,32.00000000000001,,,13.0,19.0,,6.161630814881531,-2.365228466998982
2025-01-01 23:00:00,99.0,-0.6,72.0,56.0,,7.1,9.50087715248788,10.48339234940268,8.710147338975835,15.914627306941265,0.0,8.791208791208781,23.0,30.263157894736835,,,6.0,18.0,,6.598502816144945,-2.017364762586883
2025-01-02 00:00:00,106.0,-1.0,73.0,55.0,,7.6,8.010409893798553,11.513825681248669,6.524313501562267,15.202021223355873,7.0,7.070707070707072,29.0,37.66233766233766,35.0,49.29577464788733,6.0,27.0,1.7000000000000002,6.6347960605685214,-0.932459776432438
2025-01-02 01:00:00,110.0,-1.4,73.0,53.0,,6.6,6.592925501373832,13.292741240879147,5.282045058497789,14.5417315517011,4.0,11.111111111111116,27.0,32.53012048192772,38.0,52.77777777777777,9.0,22.0,0.9,5.896405879412665,0.2059070305447564
2025-01-02 02:00:00,108.0,-1.5,74.0,55.0,,6.9,5.089204259999644,13.5811254944857,4.13118223595468,13.851633608466138,-2.0,9.090909090909085,17.0,18.68131868131868,33.0,43.99999999999999,7.0,13.0,0.8,5.6,3.4290110376125893e-16
2025-01-02 03:00:00,103.0,-1.4,76.0,55.0,,6.7,4.622409184252854,12.988339759067342,3.763863263545514,13.148813800028746,-5.0,-2.8301886792452824,4.0,4.040404040404044,25.0,32.05128205128205,-3.0,3.0,0.8999999999999999,4.7,2.8779199779962803e-16
2025-01-02 04:00:00,95.0,-1.2,78.0,52.0,,5.9,5.683308895353001,11.556186851442584,4.546060565662045,13.148813800028746,-8.0,-13.636363636363637,-4.0,-4.040404040404044,0.0,0.0,-12.0,-3.0,0.6000000000000001,4.367203067221817,0.536225110982649
2025-01-02 05:00:00,91.0,-1.4,79.0,46.0,,5.6,7.574078601827774,9.955583175466735,5.955389715767353,13.180395520884677,-4.0,-15.740740740740744,-8.0,-8.080808080808078,-12.0,-11.6504854368932,-13.0,-6.0,0.0,5.6,3.4290110376125893e-16
2025-01-02 06:00:00,89.0,-1.3,80.0,43.0,,4.7,8.914407813571563,8.247589179434637,7.033254343948303,13.021442739362367,-2.0,-13.592233009708742,-17.0,-16.0377358490566,-24.0,-21.238938053097343,-11.0,-14.0,0.0,3.8000432526624177,0.8773091119410732
2025-01-02 07:00:00,88.0,-1.4,84.0,44.0,,4.4,8.140434058861121,7.529739019180529,6.40832791503898,12.493476558658095,-1.0,-7.36842105263158,-22.0,-19.999999999999996,-32.0,-26.66666666666667,-6.0,-18.0,0.0,1.6343657990623686,3.2076234870781244
2025-01-02 08:00:00,93.0,0.3,86.0,52.0,,5.6,5.455883674224226,7.377278795344696,4.320493798938723,11.78767472245137,5.0,2.19780219780219,-15.0,-13.888888888888884,-27.0,-22.499999999999996,1.0,-12.0,-0.2,3.964183272437243,2.8801477362331185
2025-01-02 09:00:00,99.0,1.1,93.0,51.0,,3.9,4.086563348340491,7.377278795344696,3.3115957885388108,10.511553340167598,6.0,11.23595505617978,-4.0,-3.8834951456310662,-27.0,-21.42857142857143,8.0,-3.0,-0.6000000000000001,2.374737773668832,1.992641590028272
